tweetid,user,data_lemmatized,date,lang,sentiment
1.49089E+17,GLlamazares,"Rajoy dice no al relanzamiento económico, no a los impuestos a ricos, no a la reforma electoral y sí  a los recortes y ajustes.",2011-12-20T12:29:20,es,-1
1.49094E+17,mariviromero,No puedo evitar emocionarme al escuchar a @AlfonsoAlonsoPP hablar de las victimas del terrorismo... el sabe lo q es luchar x la libertad,2011-12-20T12:47:19,es,-1
1.49095E+17,sonsolesonega,"Alfonso Alonso reprocha a antigüedad que no haya condenado a ETA desde la tribuna del parlamento. ""Debemos ser especialmente exigentes"".",2011-12-20T12:54:08,es,-1
1.49095E+17,mgilguerrero,"Cuenta atrás para la era Zapatero. En unos minutos, ex presidente",2011-12-20T12:54:38,es,-1
1.49096E+17,jesusmarana,Que Amaiur esté haciendo propuestas políticas en el Congreso y Rajoy y el PP respondan es un éxito democrático sobre ETA. #investidura,2011-12-20T12:55:41,es,1
1.49097E+17,maria_rey,"Últimas palabras de #investidurarajoy para Zapatero ""acertó y se equivocó..pero ha sido el Presidente del Gobierno y así lo veré siempre""",2011-12-20T13:00:04,es,0
1.49097E+17,sanchez_sonia,"Elegante y afectuoso Rajoy con #ZP: ""mis mejores deseos... Usted acertó y se equivocó, como todos"" #investidura",2011-12-20T13:01:03,es,1
1.49097E+17,carmenmorodo,"Rajoy dirige sus últimas palabras a Zapatero: ""ha tenido el gran honor de ser prte. del Gobierno de España, y así le veré siempre""",2011-12-20T13:01:12,es,1
1.49098E+17,sonsolesonega,"Corrillos de diputados en #investidura. Rubalcaba y Zapatero hablan en el escaño del Presidente, que hoy se despide de la vida parlamentaria",2011-12-20T13:04:06,es,-1
1.49101E+17,maria_rey,"Amaiur justifica la abstención ""no participamos en la elección de un Presidente Español"" #investidurarajoy",2011-12-20T13:16:02,es,-1
1.49107E+17,germanyanke,"Nadie diría, por las sonrisas de los diputados del PP, que Rajoy ha ganado la votación.",2011-12-20T13:42:50,es,1
1.49109E+17,sanchez_sonia,"Disculpas por mis errores, cosas de las prisas :)",2011-12-20T13:50:46,es,0
1.4911E+17,mjguemes,"Rajoy a la salida: ""Me siento contento"". Estructura de Gobierno y ministros, lo deja para mañana",2011-12-20T13:54:37,es,1
1.49112E+17,Joss682008,"Rajoy confirma que mañana por la tarde dara a conocer su nuevo gobierno al Rey y a todos los españoles, despues de jurar su cargo.",2011-12-20T14:00:48,es,1
1.49132E+17,mariviromero,me encanta “@julianrojaso: Just posted a photo http://t.co/KeZVc5Ki”,2011-12-20T15:21:01,es,1
1.49137E+17,Buenafuente,Muy bien. Un saludo“@hattorimami: @Buenafuente Hola! ¿Cómo estás? お元気ですか？Muchos besos＾＾”,2011-12-20T15:38:25,es,1
1.49148E+17,periodistas21,"Pasa de push a pull, otro paradigma @evocaimagen @pepecerezo @gonzalomartin @mkdirecto Primera oleada 2.0 ha fracasado http://t.co/hMfyvd1a",2011-12-20T16:23:15,es,-1
1.49149E+17,javiersolana,De Moputo a Johannsburgo fumigación (no con DDT) antes de despegar. Riesgos zero con malaria.,2011-12-20T16:27:24,es,0
1.49153E+17,mariviromero,"Rajoy, investido presidente del Gobierno con 187 votos a favor http://t.co/bDOpKZoY",2011-12-20T16:42:34,es,1
1.49167E+17,periodistas21,El público inteligente está en las redes sociales. La educación determina su uso más que la riqueza. Impacto en medios http://t.co/CNF4O2fv,2011-12-20T17:37:51,es,1
1.49174E+17,JAMonago,"Feliz Navidad “@Migsalg:  feliz navidad desde el cluster del metal #aclumex, y feliz año 2012. http://t.co/kJNAZT91”",2011-12-20T18:07:03,es,1
1.49175E+17,Albert_Rivera,Mas impulsa 1 impuesto d 1€ x receta para “evitar abusos”.Quien emite ls recetas?Ls propios pacientes?O la Gene y el ICS? justos x pecadores,2011-12-20T18:10:53,es,0
1.49177E+17,Albert_Rivera,"RT @contrastes_bcn: @Albert_Rivera ABRIL 2011:Duran asegura que ""de ninguna manera el Govern subirá los impuestos"" ¿el ""renacimiento ético""?",2011-12-20T18:18:01,es,1
1.49189E+17,PilarGGranja,"vergonzoso, littleboy?“@Suanzes: @PilarGGranja Lo que sorprende no es que quieran serlo. Lo que sorprende es que lo digas en voz alta...”",2011-12-20T19:08:12,es,-1
1.49198E+17,garcia_abadillo,Rajoy y Zapatero han protagonizado el traspaso de poderes más sosegado de la democracia. Los dos han puesto de su parte para lograrlo.,2011-12-20T19:42:22,es,1
1.49202E+17,Carlos_Latre,"ESTRENO ""Yes We Spain, IS DIFFERENT"": 27 Y 28 de ENERO en el AUDITORIO DE PALMA DE MALLORCA. Entradas YA en http://t.co/Q9HzeyLP .REGÁLALO!!",2011-12-20T19:58:52,es,1
1.49217E+17,Amartinbeaumont,"“@germanyanke: Revista de Prensa (ABC Punto Radio, 20 de diciembre) http://t.co/T65u7eWT” Se me hace corto. Es que me gusta oír a Germán más",2011-12-20T20:57:06,es,1
1.49224E+17,mariviromero,Preparada para la cena con los compis...chapa y pintura en 10 minutos...hoy he batido todos los récords,2011-12-20T21:24:23,es,1
1.49238E+17,aarbeloa17,"REAL MADRID 5 - PONFERRADINA 1 #HALAMADRID! Felices fiestas... Y al año que viene, mas y mejor!! Abrazo!!!",2011-12-20T22:22:25,es,1
1.49238E+17,SalomeGa,Hoy ha sido (aún es) el cumpleaños de @iescolar No creas que iba a acabar el día sin decirte Feliz Cumpleaños!!,2011-12-20T22:23:25,es,1
1.49239E+17,VicenteVallesTV,@Fgarea podemos crear el hashtag #marianonomellama para todos aquellos que esperan... y desesperan,2011-12-20T22:26:44,es,-1
1.49241E+17,AlexdelaIglesia,“@pablooviana: ¿cómo huevos iba yo a pensar que un anuncio de embutido pudiera llegar a emocionarme tanto? Que grande #Campofrío” gracias!,2011-12-20T22:33:30,es,1
1.49244E+17,iescolar,¿Qué hace falta para pedir una ficha bancaria? Yo también quiero comprar deuda al 4% con un prestamo del BCE al 1% a devolver en tres años.,2011-12-20T22:44:32,es,-1
1.49246E+17,iescolar,"Mira, Rajoy, aprende de los tecnócratas. http://t.co/HDUZqqJx",2011-12-20T22:53:14,es,-1
1.49248E+17,cecirl1982,Genial! bit.ly/vDUVEK,2011-12-20T23:02:37,es,1
1.49251E+17,mgilguerrero,eso seria mas noticia aun. Fusión hecha a la vista ademas d ministro... @Federicoquevedo @pperezf @antoniornaranjo,2011-12-20T23:14:26,es,1
1.49253E+17,Federicoquevedo,"@PalomaCervilla Tampoco aspiraba a ello, jajaja!",2011-12-20T23:19:28,es,0
1.49254E+17,PalomaCervilla,"@Federicoquevedo @@PalomaCervilla pues tampoco te van a dar la exclusiva, mejor, menos competencia",2011-12-20T23:24:54,es,0
1.49258E+17,David_Busta,Que feliz me hace ver que os gusta tanto el nuevo video!!! Esta hecho para vosotr@s !!! Os quierooooo!;-),2011-12-20T23:40:13,es,1
1.4927E+17,SalomeGa,"Excepcional! @rafam_simancas: @chemarubio10: GENIAL el anuncio de @Campofrio_es con homenaje a Gila. ""Cómicos"" http://t.co/jmefz24i",2011-12-21T00:28:40,es,1
1.49285E+17,alfonsomerlos,"@anai_martin @Semanaldigital Gara, fiel a su línea editorial: quienes están en la cárcel, a la calle siempre que sean d ETA. D traca!",2011-12-21T01:29:24,es,-1
1.49396E+17,SSantiagosegura,Muy buenos días a todos (a todos los que se los merezcan ;) http://t.co/rZvT1UeG,2011-12-21T08:48:20,es,1
1.49415E+17,Fgarea,#FF A todos los ministrables que no han pegado ojo.Sobre todo los que no reciben la llamada de Mariano. Queda la pedrea: las scr. de Estado,2011-12-21T10:06:29,es,0
1.49425E+17,pedroj_ramirez,"Claro que sí, Ivan “@irodero: Mañana voy a desvirtualizar a @pedroj_ en Logroño. Habrá dedicatoria-bonus para tuiteros? #ElPrimerNaufragio”",2011-12-21T10:46:14,es,1
1.49426E+17,PabloAIglesias,@DiegoMazon78 Tú también juras hoy el cargo? Pensaba que te tocaba mañana... ;-) Abrazos,2011-12-21T10:46:47,es,1
1.49431E+17,Albert_Rivera,"Se puede volver a recortar salarios a  trabajadores públicos mientras se gasta 39M en acción exterior,40M en lengua,o 386M en déficit d tv?",2011-12-21T11:07:09,es,-1
1.49431E+17,SerranoAlfonso,El BOE soñado: http://t.co/xZdRMC2z Rajoy ya es Presidente,2011-12-21T11:09:32,es,1
1.49432E+17,Buenafuente,Lo conozco!! Gracias.!! Gran Hernán!!RT @MikelUrmeneta: @buenafuente http://t.co/HevrrXAH,2011-12-21T11:11:24,es,1
1.49433E+17,DiegoMazon78,"@PabloAIglesias no se si mañana o pasado,jaja",2011-12-21T11:14:25,es,1
1.49439E+17,AlexdelaIglesia,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @accioncine,2011-12-21T11:41:38,es,1
1.49444E+17,pedroj_ramirez,El Círculo es parte de mi vida “@MarianHCL: Preparando la Presentación. Atendiendo llamadas de gente que quiere acudir al #CírculoLogroñes”,2011-12-21T12:00:05,es,1
1.49444E+17,Albert_Rivera,"Subvenciones públicas para decir cosas como esta? Esto es ""cultura""? http://t.co/JLGcwZjW",2011-12-21T12:01:18,es,-1
1.49446E+17,PaulaVazquezTV,En @lamojigatacafe tan rico todo!!!,2011-12-21T12:06:13,es,1
1.49455E+17,PilarGGranja,"Yo creo que el mejor puesto en la Adm es el de Director General de Paradores. No entiendo como quieren ser Ministros, con el gordo q caerá",2011-12-21T12:45:16,es,0
1.49474E+17,mariviromero,Operación retirada de puntos de Víctor finalizada con éxito . (@ Clinica Galvez) http://t.co/2DiAHYqd,2011-12-21T13:57:48,es,1
1.49474E+17,andresiniesta8,Hoy hemos ido a por el regalo de Anna! aquí os dejo el video! Feliz Navidad!! http://t.co/iv8wHQ8K,2011-12-21T14:00:13,es,1
1.49507E+17,PabloAIglesias,@mgilguerrero ¿Y cuánto tiempo tardará algún ministrable en cerrar su cuenta de Twitter cuando ya sea ministro?,2011-12-21T16:08:39,es,-1
1.49508E+17,periodistas21,La preocupante deriva argentina contra la libertad y la democracia. Del periodismo militante al periodismo cómplice http://t.co/wT4tbPhz,2011-12-21T16:16:15,es,-1
1.49512E+17,ccifuentes,Cierto :-) RT @gemasanzs @EvaPiera_Madrid @IdiazAyuso @ihenriquezluna solo en torno a los mejores se crea un buen ambiente de trabajo,2011-12-21T16:29:27,es,1
1.4952E+17,Carlos_Latre,"""Que en 2012 por cada lágrima derramada suenen 2012 sonrisas ;)"" #razonesparacreer",2011-12-21T17:02:10,es,1
1.49539E+17,abarceloh25,"Edición especial de @hora25 con la composición del nuevo gobierno, a partir de las 19:20 y hasra las 20:00",2011-12-21T18:19:04,es,1
1.49544E+17,pedroj_ramirez,¿Conoce la doctrina del TC sobre libertad de expresión? Posada busca evitar fotos como la del móvil de Rubalcaba http://t.co/nG29JlK6,2011-12-21T18:38:50,es,-1
1.49545E+17,sanchez_sonia,"C. Martinez (alcalde de Soria): ""queremos implicar al ciudadano y al militante"" #muchoPSOEporhacer http://t.co/A2HToI4m",2011-12-21T18:41:04,es,1
1.49545E+17,sanchez_sonia,"Narbona: ""no es todavía un debate sobre liderazgo, sino de qué proyecto político"", dice en #muchoPSOEporhacer",2011-12-21T18:41:53,es,0
1.49549E+17,Fgarea,"Salvo que en la próxima media hora cambie, Rajoy ha conseguido lo que nunca lograron Aznar ni Zapatero: que no se filtre su Gobierno",2011-12-21T18:58:11,es,1
1.49557E+17,carmenmorodo,Con Rajoy vuelve aquello de que el que se mueva en la foto no sale,2011-12-21T19:27:57,es,-1
1.49557E+17,EvaORegan,En la web de Moncloa no hay ni musiquilla ...,2011-12-21T19:29:45,es,-1
1.49563E+17,byuste,Suscribo @MarAbad: @rafatamames Para mí no es negativo ser tertuliano. Era una observación. Y hay dos. De Guindos también hablaba en rne :),2011-12-21T19:51:55,es,1
1.49565E+17,anapastor_tve,Ana Botella alcaldesa? de momento es TT....,2011-12-21T20:02:33,es,-1
1.49566E+17,JAMonago,"no lo dudo, al contrario “@MVegaFabian: Pues Víctor Gibello hace unas fotos estupendas y es del terruño”",2011-12-21T20:03:53,es,1
1.49569E+17,mariviromero,"Y me encanta que Ana Mato de la que conozco su sensibilidad , este al frente de Asuntos Sociales ;-))",2011-12-21T20:16:36,es,1
1.49584E+17,iescolar,Una anécdota del nuevo ministro de Exteriores: cuando enfadó a El Alcazar desde el despacho de Pilar Primo de Rivera http://t.co/v2t8g2ol,2011-12-21T21:15:13,es,-1
1.49593E+17,rafam_simancas,"Sabemos los que son, aquí os muestro los que podían haberlo sido, http://t.co/kfg23GC8",2011-12-21T21:52:36,es,0
1.49605E+17,RodolfoIrago,Apuntes sobre el gobierno: tanto papanatismo mediático con el poder omnímodo de Rajoy para parir un ratón.Mucho ruido y pocas nueces,2011-12-21T22:40:02,es,-1
1.49606E+17,sevillajordi,Son bonos emitidos centralizadamente x el Tesoro europeo con el respaldo conjunto d todos los paises RT @Valentin_CV: @equilibrio_y_yo,2011-12-21T22:42:01,es,1
1.49624E+17,David_Busta,Buenas noches! Familia!!!;-),2011-12-21T23:53:24,es,1
1.49633E+17,EvaORegan,Conocí a García-Margallo hace unos tres años en Bruselas y me sorprendió su competencia y solvencia en materia de Economía. 1/2,2011-12-22T00:31:22,es,1
1.49633E+17,mariviromero,"Me gusta la composición del Gobierno que ha presentado hoy     @MarianoRajoy , me gusta mucho.",2011-12-22T00:32:02,es,1
1.49633E+17,EvaORegan,"2/2 Entonces pensé que se confirmaba la regla de que los buenos políticos españoles terminaban en el ""cementerio"" de Bruselas",2011-12-22T00:32:10,es,0
1.49636E+17,mariviromero,Gran cita RT @ccifuentes: Muy apropiada para hoy esta cita: Ningún gobierno es mejor que los hombres que lo integran. John Kennedy,2011-12-22T00:44:45,es,1
1.49637E+17,javiersolana,Me parece una persona decente.Parlmentario muchos años conmigo.Se le respeta en el P.E.,2011-12-22T00:47:13,es,1
1.49641E+17,iescolar,"¿Habrá mañana ""momento Clos"" (ese desastroso ministro de Industria que prometió el cargo como ministro de Justicia)?",2011-12-22T01:01:16,es,-1
1.49646E+17,RodolfoIrago,"#gobierno premio merecido para Saenz de Santamaría;Margallo es eurodiputado respetado en Bruselas.Pastor,Mato,Bañez, fama buenas gestoras",2011-12-22T01:20:59,es,1
1.49653E+17,javiersolana,"Juan  Moscoso Proyecto, credibilidad y partido http://t.co/eoHZoxoY vía @el_pais",2011-12-22T01:49:21,es,1
1.49654E+17,RodolfoIrago,#GobiernoRajoy lo de sobradamente preparados es una ironía por la portada de @elmundoes. Cuanto peloteo de Pedro J. para hacerse perdonar,2011-12-22T01:53:12,es,-1
1.49658E+17,aarbeloa17,Jajaja!! ,2011-12-22T02:10:55,es,1
1.49666E+17,aarbeloa17,Que grande.. Ahora me volvia 20 años atras.. :P http://t.co/Z5koQuSV,2011-12-22T02:41:29,es,1
1.49766E+17,javiersolana,Les deseo lo mejor a todos los nuevos ministros y al Gobierno en su conjunto.,2011-12-22T09:21:13,es,1
1.4977E+17,PilarGGranja,"Enhorabuena a @Intereconomia tv ayer 2% de share total! @Gato_directo impresionante 3,3% ! Cañas 2,2% y TD2 un 2,4%!!!!! Oeoeoeoeoeoeoe oe",2011-12-22T09:36:15,es,1
1.49771E+17,PilarGGranja,Oeoeoeoeoeoeoe oe oe @Intereconomia y sus @TelediarioInter! Bien @LosadaPescador !!,2011-12-22T09:39:05,es,1
1.49776E+17,aarbeloa17,Uuuuuuyyyyy!! :P RT @abc_es ¡¡¡Nada menos que #elgordo!!! 58268. ¡¡4 millones de euros! #lotería,2011-12-22T09:59:09,es,0
1.49785E+17,alfonsomerlos,... preguntamos tb ¿es el equipo De Guindos - Montoro - Báñez el idóneo para sacar a España d la crisis? ¿será capaz? @13television,2011-12-22T10:33:05,es,0
1.49799E+17,mariviromero,Estepona lleva a los juzgados irregularidades detectadas en las subvenciones  http://t.co/mwNF5ttj,2011-12-22T11:30:41,es,-1
1.49801E+17,iescolar,Rajoy hizo un mix: juró sobre la Biblia y a la mitad cambió a la Constitución. Atentos al juego de manos http://t.co/DCkU5Dsi,2011-12-22T11:40:35,es,-1
1.49802E+17,nacho_uriarte,Algunos hablan de que ha desaparecido Cooperación Internacional...pero qué BOE han leído? SECRETARÍA DE ESTADO DE AAEE y COOPERACIÓN.,2011-12-22T11:42:31,es,-1
1.49808E+17,mariviromero,"Eso si antes no voy yo a #Madrid;-)))  RT @ccifuentes: @mariviromero Por supuesto, en #Sevilla nos veremos :-)",2011-12-22T12:07:00,es,1
1.49813E+17,fjavierbosque,"Soraya Saez de Santamaria dice que trabajara con ""esfuerzo, tesón, humildad, diálogo y moderación""",2011-12-22T12:27:11,es,1
1.49823E+17,AlexdelaIglesia,Trabajando con Jorge en el nuevo guión. Nos conocemos desde los ocho años. http://t.co/OnTaLoF1,2011-12-22T13:07:46,es,1
1.49826E+17,Amartinbeaumont,"Es un nombramiento bien merecido: Rajoy también premia al tercer miembro del ""tridente económico"" del PP http://t.co/Q6UMs8vP”",2011-12-22T13:16:52,es,1
1.49833E+17,pedroj_ramirez,"Cómpralo, no te arrepentirás, Nacho “@nachoberja: @pedroj_ramirez lo compro o no lo compro??? http://t.co/V9u7d7VN”",2011-12-22T13:44:28,es,1
1.49841E+17,PilarGGranja,Tenemos 5 ministros ex gatotertulianos. vaya lujo! @Gato_directo @Intereconomia @gaceta_es Y vaya ojo!,2011-12-22T14:17:53,es,1
1.49854E+17,Bsarasola01,"Se acaban de aprobar los presupuestos de la Comunidad de Madrid. Unos presupuestos austeros, equilibrados y dinamizadores de la economía",2011-12-22T15:09:03,es,1
1.49855E+17,GLlamazares,De Guindos se estrena y  dice q los españoles hemos sabido tomar la   decisión acertada en el momento adecuado. Lo dirá por Rajoy o por él?,2011-12-22T15:11:17,es,1
1.49865E+17,ccifuentes,Se retrasa el Pleno #AsambleaMadrid a las 16:30h,2011-12-22T15:52:40,es,-1
1.49869E+17,GLlamazares,"Jose Ignacio Wert ,desde hoy Ministro de educación, ha sido un articulista beligerante en la defensa del sistema electoral bipartidista.",2011-12-22T16:10:15,es,-1
1.49872E+17,mariviromero,Una tesis sobre las crónicas de boxeo de Manuel Alcántara recupera el género http://t.co/HlgT7Vvf,2011-12-22T16:21:40,es,1
1.49883E+17,mariviromero,Felicidades a todas. Besos desde #Malaga RT @ccifuentes: Con algunas compañeras diputadas de la #AsambleaMadrid :-) http://t.co/bAUnjqjc,2011-12-22T17:03:24,es,1
1.49889E+17,isadedios,"ays este Andrea!!! Andrea Casiraghi, sin carnet de conducir por correr demasiado http://t.co/asJeyFpc",2011-12-22T17:26:56,es,-1
1.49896E+17,Albert_Rivera,Queremos que el Parlament repruebe al Conseller Mas-Colell por pisotear derechos laborales de trabajadores públicos http://t.co/0oHdLaF2,2011-12-22T17:56:17,es,-1
1.49898E+17,JuanraLucas,"RT @lluvia_rojo: Gracias @JuanraLucas por la entrevista de ayer con
 @nobandforlluvia  Disfrutamos mucho. Gracias a vosotros. Besos",2011-12-22T18:05:55,es,1
1.49905E+17,Fgarea,“@sgueina: “@metroscopia: Ocho de cada diez dará regalos el día de Reyes y seis en Nochebuena.” algunos lo han recibido unos dias antes,2011-12-22T18:32:49,es,1
1.49911E+17,mariviromero,. @MarianoRajoy: He hecho un gobierno competente  http://t.co/Z2NNYg23 via @elmundoes,2011-12-22T18:55:19,es,1
1.49924E+17,mariviromero,Margallo recupera la Secretaría de Estado para Iberoamérica http://t.co/EMbOFpP2,2011-12-22T19:47:24,es,1
1.49932E+17,Edurnity,“@Magitorras: ¡Felicidades a @Edurnity! Pasa un feliz dia amor. Muaaaak”muchísimas gracias guapetón!! Muaksss,2011-12-22T20:17:56,es,1
1.49932E+17,LosadaPescador,"¡¡¡Empezamos!!! No somos telesucesos, si quieres información con criterio, @TelediarioInter 20:30 es tu Telediario",2011-12-22T20:19:38,es,1
1.49933E+17,aguerosergiokun,En este sorteo están en juego 2 balones: uno firmado por el plantel de Argentina y otro por el de @MCFC. Anotarse en http://t.co/LrOITUEh,2011-12-22T20:22:54,es,1
1.49961E+17,javiercasqueiro,"Texto íntegro del Manifiesto ""Yo sí estuve allí"" que replica al ""Mucho PSOE por hacer"" que lidera Carme Chacón.- http://t.co/3OwMRbeS",2011-12-22T22:15:49,es,0
1.49972E+17,AlexdelaIglesia,"Aqui, frente al Guggenheim, con un dolor de pies importante #esebotxo",2011-12-22T22:59:50,es,-1
1.49973E+17,PaulaVazquezTV,"gracias reina mora! Un besazo lindura “@RaquelMartos: @PaulaVazquezTV Y enhorabuena, rubiaaaaaa por tu nueva aventura!!!! Guapa!”",2011-12-22T23:00:51,es,1
1.49975E+17,mjguemes,Mucho ánimo para los compañeros de ADN,2011-12-22T23:10:38,es,1
1.49975E+17,javiersolana,“@expansioncom: Repsol se alía con SandRidge para extraer gas no convencional en EEUU http://t.co/pXjOCYI3”,2011-12-22T23:11:21,es,1
1.49976E+17,sanchezcastejon,“@El_Plural: El PP usa el rodillo para volver a “exiliar” a Azaña y aparta su busto 24 días después de su inauguración http://t.co/Qw8sGZbJ”,2011-12-22T23:14:13,es,-1
1.4998E+17,SSantiagosegura,"Viendo al amiguete @danimartinezweb. Impresionante imitando a Eduardo Gómez, Flippy, Matías Prats, Shakira, Nadal... http://t.co/bmhYjKFY",2011-12-22T23:30:52,es,1
1.49992E+17,SSantiagosegura,"Muy buenas noches de paz, noches de amor followercetes! (sobre todo de amor;) http://t.co/SqHWikSF",2011-12-23T00:15:50,es,1
1.50008E+17,ricky_martin,"“Vivimos en 1mundo donde nos escondemos para hacer el amor,pero la violencia C practica a plena luz dL día#FelizdiadelOrgasmoGlobalPorlaPaz",2011-12-23T01:21:01,es,-1
1.50011E+17,iescolar,Malas noticias: ADN cierra. Un abrazo para los compañeros de la redacción y mucha suerte.,2011-12-23T01:32:10,es,-1
1.50018E+17,Edurnity,"Gracias a @edurneclubfans por la felicitación, las flores y la tarta!!sois los mejores gracias por todo!!! Os quiero!!",2011-12-23T02:01:48,es,1
1.50077E+17,anapastor_tve,Se ha hecho el remolón...pero ha llegado y hasta suena bien:viernes 23 de diciembre!Hoy último programa de este 2011 de #losdesayunosdetve,2011-12-23T05:56:48,es,1
1.50111E+17,sevillajordi,"El problema es ""Qué PSOE x hacer y donde queremos estar mañana"" y no donde estuvimos ayer o si queda mucho o poco x hacer. Refocalicemos!",2011-12-23T08:10:25,es,0
1.50127E+17,GLlamazares,EEUU invadió Iraq en busca de inexistentes armas de destrucción masiva y ahora sabemos que el arma de destrucción era el  ejército de EEUU.,2011-12-23T09:14:47,es,-1
1.50132E+17,cucagamarra,Un largo sueño de ciudad: http://t.co/2ryUB5KH,2011-12-23T09:32:55,es,1
1.5014E+17,mariviromero,Igulmente #FF RT @javiercreanto: Queridos malageños felices fiestas! @Soastec @Blocdeesbozos @jakarrion @mariviromero,2011-12-23T10:06:36,es,1
1.50148E+17,mariviromero,"Regala tu sonrisa a quien la merezco, tu amor a quien lo valore y tu vida a quien te ame. Feliz Navidad a todos ;-)) http://t.co/WZZvniQQ",2011-12-23T10:36:36,es,1
1.5016E+17,carlosdavidgf,"Rajoy ""no se fía"" y cree que Bildu no tiene que estar en instituciones si existe ETA http://t.co/QwO5tNeq vía @europapress_es",2011-12-23T11:23:55,es,-1
1.50161E+17,SSantiagosegura,"Vale, vale, un #FF para TODOS mis followercetes!!!",2011-12-23T11:28:55,es,1
1.50161E+17,PauladeLasHeras,"¡Feliz Navidad, Ángeles de @davfernandez! @sanchez_sonia  @mtascon @Virginiapalonso @SIntxaurrondo",2011-12-23T11:30:47,es,1
1.50162E+17,CarmeChaparro,"Y mil #FF más para ella RT @fernandomorales: Mi #FF es único, exclusivo e intransferible para @sanchez_sonia por muchas cosas. #hedicho",2011-12-23T11:32:58,es,1
1.50164E+17,AlexdelaIglesia,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa,2011-12-23T11:41:23,es,1
1.50166E+17,mariviromero,Gracias a ti ;-)) RT @EvenCon2Tacones: #FF @Gemmadelcorral @mariviromero gracias por el abrazo de ayer senti todo vuestro cariño GRACIAS,2011-12-23T11:48:13,es,1
1.50168E+17,mariviromero,Esto para que quede claro y para dejen algunos de hacer demagogia  http://t.co/BOb282TC,2011-12-23T11:55:36,es,0
1.50173E+17,JAMonago,Consej Gob (4): proyect Decreto ayudas para incentivar la comercializac de product y servicios de Ext a través sociedades comercialización..,2011-12-23T12:17:59,es,1
1.50175E+17,RodrigoBlazquez,Comienza la presión. Activistas antiaborto se manifiestan a la puerta de La Moncloa el día del primer consejo de @marianorajoy y @Sorayapp,2011-12-23T12:24:34,es,-1
1.50179E+17,sanchez_sonia,@CarmeChaparro Muchas gracias! Eres un sol!! :),2011-12-23T12:41:51,es,1
1.50179E+17,GLlamazares,Ahora Mas admite modular el REPAGO  con progresividad: Una medida injusta y REACCIONARIA no admite modulación.,2011-12-23T12:42:23,es,-1
1.50183E+17,aarbeloa17,Eso fue una maniobra para engañarle y que se hiciera twitter.. :P RT @van_oli_ @aarbeloa17 Pero tienes un año mas por culpa de Xabi!!!,2011-12-23T12:55:19,es,0
1.50196E+17,JAMonago,"Estará en Iberocio “@vanemzamora: claro que sí! los extremeños con La Copa Davis!!lástima qestoy en Badajoz si no,me acercaba a tocarla!!”",2011-12-23T13:49:59,es,1
1.50197E+17,javierarenas_pp,"Hoy en Cartaya con las personas mayores. Nos merecen todo nuestro compromiso, cariño y respeto",2011-12-23T13:51:02,es,1
1.50197E+17,mgilguerrero,Nombramientos esperados. Queque muchos pendientes y se darán durante el próximo Consejo,2011-12-23T13:51:24,es,1
1.50198E+17,mgilguerrero,"""No nos asusta el rábano, las horas y el esfuerza. Hoy quien tiene trabajo tiene que sentirse privilegiado. Si no llego pediré ayuda""",2011-12-23T13:57:45,es,0
1.50199E+17,mgilguerrero,El rábano no jajajaja (las prisas) el TRABAJO,2011-12-23T13:58:26,es,1
1.50202E+17,javiercasqueiro,"No le concede Santamaría importancia a la reducción en el número de mujeres de ministras: ""En el trabajo no hay distinción de géneros"".",2011-12-23T14:14:01,es,0
1.50203E+17,Fgarea,"Dada la aversión a las ruedas de prensa de Rajoy, Santamaría va a tener gran presencia para fijar la posición del Gobierno",2011-12-23T14:17:52,es,-1
1.50204E+17,maria_rey,"Qué rule!@ConchaCLC:Haciéndome un esquema para saber quién está dónde en el #PSOE,entre tanto manifiesto,carta y respuesta.Ya me heperdido.",2011-12-23T14:18:21,es,-1
1.50207E+17,mgilguerrero,"Oooooops! Sorry, García-Legaz, secretario de Estado de Comercio (no Turismo)",2011-12-23T14:33:29,es,-1
1.50208E+17,maria_rey,¿Alguna familia necesita jueguetes? @universomartina tiene 12 para regalar.,2011-12-23T14:37:07,es,1
1.50215E+17,ristomejide,"Paz, Amor y Esperanza. Mujeres y hombres y Telemadrid.",2011-12-23T15:03:18,es,1
1.50223E+17,pedroj_ramirez,ELMUNDO.es acaba de lanzar su nueva tienda de ebooks. @elmundo.es: http://t.co/Nse2D68o,2011-12-23T15:37:24,es,1
1.50227E+17,Albert_Rivera,Veo que no se abre el link de la noticia del Ayto de BCN. Vuelvo. http://t.co/H4yZQfq8,2011-12-23T15:52:29,es,-1
1.50234E+17,Buenafuente,Yes!!@medi1226: @Berto_Romero @Buenafuente @ana_morgade @josecorbacho He regalo a mis padres entradas para el Terrat Pack. Hacedlo bien eh!”,2011-12-23T16:18:16,es,1
1.50237E+17,Tonicanto1,Y el impagable segundo..:-) RT @Euclentejas @Tonicanto1 A ver  has llegado a la política  de UPy D para hacer el gi... http://t.co/w3WsngVq,2011-12-23T16:30:25,es,1
1.50265E+17,SSantiagosegura,"La mayoría bien, pero hay unos cuantos, que como no pongas el ""je je je"", el simbolillo ;) o lo de ""mode ironía ON "", se pierden...",2011-12-23T18:23:56,es,1
