data_lemmatized,sentiment
diputar pp apostar ser responsable economa sabey trabajar folio traspasar,1
salir investidura bueno ratito echar,1
supremo aplicar doctrinar doblar cmputo tc etarra andoni cabellar cumplir aos crcel,-1
1 entrar trapo mou dani alves claro ganar do partidillo envidiar malo,-1
nia desaparecido oviedo enter hacer dar tena malo noto,-1
enhorabuena fichaje naranjo aportación nuevo,1
mucho gracia vestir hoy felicitacin navidea paisaje vallar bueno eleccin,1
felipe texto poeta oliventino recib ayer gracia,1
menos amigar mucho gracia jamon producto extremadura,1
pagazaurtundua terrorista estn encimar ley dejar matar,-1
gracia amigar bueno eleccin abrazar,1
gracia tuit comprobar solidario gente mucho personar movindose,1
nunca noche vencer amanecer nunca problema vencer esperanzar,1
reunir consejo social universidad carlos ii ir aprobar presupuestar,1
hoy amigo mangar verde celebrar navidad centrar ciudadano mangar verde pic,1
madrid esperame llegar casi puntilla despertarte maana comerte beso cont,1
qu negarlo catalán debern pagar euro recetar partir enero catalua pas,-1
obama llamar rajoy telfono felicitarle investidura,1
hoy comer ganar tena verte esperar mejorar pronto costipadomuaakss,1
mujer mangar verde mejor,1
organizar prado santo sebastin gran parque navidad mayor pistar helar exterior espaa,1
ojo web psoe hacer poder ser importante futuro,1
zarzuela subrayar esfuerzo frenar codiciar yerno rey recibir asesor q aconsej q urdangarin,-1
si ls recetar ls emitir litro administracinquien abusar d litro pacientecontrolprotocolo expedicin d recetano imponer injusto,-1
dejar tener aquel q rajoy presidente reivindicar derecho equivocarse ahora,-1
jaarl cristino narbona equipar electoral rubalcaba firmar documentar apoyar chacn titular psoe hacer,1
carme chacn firmar manifestar plantear cambiar rumbo psoe debatir abrir tras derrotar,0
pol lingustica presupuesto mno recortar accin exterior metro incrementar medio pblicos mno crisis,-1
rt veceshay pacto propio administracin laboratorio comprometindose cierto incrementar facturaetc,-1
documentar psoe hacer firmar chacn aparecer nombrar lder psm toms gmez segundo delia blanco,-1
chacn lanzar plataforma congreso psoe xito catalua confirmar candidatura liderar partir,1
magnificar c saltar caozo,1
sorprender narbona ligar rubalcaba campaa electoral psoe hacer,-1
seguir pie presi tiempo hacias follows terminar seguir pie,1
periodista pblico inteligente est redar social,1
decir escritor elias amezaga gustar mujer respondi si fijar gustar,1
admirable gran artista fotografa plasencia rico tierra personar sorprendente,1
entristecer malo noticiar q llegar peridico q casar cuatro aos tambin rtvcyl,-1
cayetano conde salvatierra decir aprender jornalero palpar realidad,1
esfera libro primero editorial alcanzar seguidor twitter enhorabuena compaeros,1
ltimo disco st vicent magnfico,1
batallar empezar psoe milisegundo terminar debatir investidura plataforma carme chacn rbcb firmar,-1
crticos psoe ensimismamiento orgnico llevar perder pulsar callar lealtad mal entendido deber cambiar,-1
bueno gracia mensaje cuanto llamar nombrar,1
recuperar credibilidad brusco giro basar clculos tcticos mero cambio caro,-1
hahahahahahahahah buensimo bueno gracia mensaje cuanto llamar nombrar,1
qu hacer si comercial autorizar envio tcnico adsl,-1
chacn dirigente socialista firmar unl manifestar nuevo psoe ﻿1 pasar optar liderazgo,1
generosidad,1
firmante recordar intervencin crtica ejecutivo gobernar comit federal web est preparar hacer semana,0
obama llamar hoy rajoy felicitarle decir esperar tener excelente relacionar espaa,1
chacn abrir batallar psoe crtica gobernar do ministro listo caamao,-1
noel problema rubalcaba chacn llamar ministro zp confundir atribuir error,-1
hoy ir madrid madre traerla olivenza navidadhe recordadao vez buscar todo partir,1
recordar empez dar vergenza ser nio ver manir hoy aos despus lleno orgullo poderlo hacer,1
contar firmante manifestar esperar despus debatir rubalcaba criticar momento,1
gracia llamar coser nombrar nico gordo pas famlicos,1
plataforma psoe hacer presentar maana hotel madrid culpar derrotar slo crisis,-1
cono alguien saltar mudar montar dejar ir,-1
tras tomar posesin moncloa llamar nuevo ministro comunicarles decisin decir q hoy hacer consultar,1
mejor dejar jornada histrica hoy est sincero cordialidad relevar zapatero rajoy honrar do,1
parecer interesante documentar chacn dems firmante presentar futuro psoe ver qu debatir generar,1
amaiur iniciar operacin encantar congreso prensar discursar antigedad abstencin formar partir,1
criticar momento manifestar mediticamente semana rajoy entender pq esperar,-1
detalle maratoniano jornada tenis teletipo maana contar milisegundo nimo,1
hoy dar llamar pp estn pendiente telfono,1
hacer ayer tardar dar hacer alguno orden venir barna q gustar,-1
maana maana saltar tuis intermedio impacientar jaja abrazar,1
empresario sector turstico catalua cabrear medir cobrar personar noche estancia hotel,-1
hijo hijo pasar voz,1
estrenar ye we spain i different enero auditorio palmar mallorca entrar reglalo,1
hoy tocar doblete televisivo hora caro caro hora,1
rbcb defendi reformar sistema fiscal mejorar progresividad llamar nuevo proponer socialista elección,1
acabao renunciar ministrable rajoy d verdad q perdname pablar deber loco mal d cabeza,0
formular xito procesar congresual psoe democracia debatir ideo ycoherencia,1
sobretodo vsteis yeswespain podis tenis venir ver i different nuevo nuevo gag canción voz,1
pp ver bueno ojo ltimas medir generalitat dificultar apoyar presupuesto mas descartar hora enmendar totalidad,-1
hermetismo total ministrable estilar rajoy fin pas seriar patio portero,1
sesin investidura hoy ofrecer imgenes historia contar todo ancdotas,1
crisis gobernar llam suarez ministro echar manir cartero cunto necesitar presidente respondi,-1
tan feliz n,1
bueno colocacin deuda fruto efecto rajoy contestar,1
tras advertencia almunia rajoy insistir banco malo,-1
llamar noche ministrable pp nmero ocultar esperar responder ﻿1 tono frase dimemariano,1
hermetismo ministrable preguntar carlos floriano tb preguntar nuevo estilar rajoy,1
posibilidad reunificacin do corear,-1
consumir navideo cado craisis salir callar,-1
maana ser dar largar rajoy dar bajo cenar pp madrid dar conocer gobernar bien entrar tardar,-1
si crisis existir,-1
apuntar amigo cincar alcalde faltar antonio cosculluela barbastro,-1
momento incomodar pana intentar explicar cancion querer cantarla jaja xd,-1
guardar favorito decs jueves gracia,1
gracia extraordinario recibimiento spot gila gracia hijo generosidad cmicos,1
tt enhorabuena leandro enhorabuena agenciar productor cliente gracia dejarme dirigirlo,1
soberbio gracia,1
escasear twits ministrable v mano fras acertar teclado ir nochecita esperar,-1
ir dentista ponerme puente decir slo hacer implante rajoy querer puente pronto empezar,-1
rajoy poner probar salud cardiaco milisegundo ministrable an recibir llamar alguno,-1
increble recepcin gracia desbordar gracia,1
posicin grupo parlamentario anunciar tasar subir impuesto ciu,-1
economas lograr ser milisegundo verde sern milisegundo competitivo futuro,1
grande pequeoayer congreso diputar hoy enelorrio ong club deportivo localestodo importante,1
querer infartar algun ministrable hazlo caer vario tanto tension jeje,1
esnaola olvidar iruin esnaola bastante milisegundo asear antigedad,1
q entonces llamar q contar q dejar dormir tampoco,-1
gara llamar caverna meditica x artculo d alegrar q gustar bueno seal,1
gustar dejadme hablar poquito madre ir,1
gracia rt anotar 6 morella castelln,1
ir radiar nacional iigo alfonso equipar mejor dar ser extravagante hablar rajoy,1
parecer leerle labio contar jeje,-1
ir qu suerte hoy coincidir julin casanova aprender,1
copar navidad partir popular lamer gran alcaldesa mejor personar,1
gracia cmicos enorme esforzar hacer coincidir dar rodaje,1
leandro bueno bueno,1
euro recetar catalunya atropellar repago indiscriminado distinguir siquiera rentar enfermedad crnica,-1
mejor timeline est disponible historia dar,1
real madrid ponferradina feliz fiesta ao venir mas mejor abrazar,1
gracia salom beso,1
coser dar mal rollo bankia mandar sms tú felicitarle cumpleaos,-1
don ignacio enterar ahora gracia felicidad abrazotes,1
gracia germn abrazar,1
cmo huevo ir pensar anunciar embutir poder llegar emocionarme grande gracia,1
hoy ser dar increble grabar nuevo compaeros hacer sentir casar cada gracia,1
bueno deseo feedback tan increble recibir palabra definir dar felicidad,1
rt dudar mejor anunciar navidad campofro rendir homenaje gran gila,1
wall street cerrar cuartar mayor subir ao decir ser discursar rajoy,0
publicar hacer semana significar ir ser as aunque seguir gustar,1
acabar reiterarme x sms seguir basar fuente bueno rajoy xd,1
cgpj expedientar juez coro cilln remitir fiscala acta recentar inspeccin juzgar,-1
n poder dar x hacer amigo llevar bien n significar q imaz mtro si,1
qu tensin ambientar telfonos sonar bueno noche maana milisegundo mejor,1
acabar recibir cesta navidad emocionar,1
recorte saludsubida d impuesto litro gene subvencionar millón omnium entidad pedir evasin fiscal desacatar judicial,-1
genial anunciar homenaje gila cmicos,1
hahaha cmo haz rogar qu bueno periodista miguel gonzlez preguntar repreguntando,1
bueno si llamar pa sonar,1
aos omnium cobrar metro d subvencionar d litro generalitat pedir desacatar judicial evasin d impuesto fin cultural,-1
decir q popular mirar complicidad recelar suspicacia habr llamar preocupar,0
rt deber ser seor mas creer mejor poner imponer enfermar cerrar embajada as ir,-1
eguiguren decir q est cabreadsimo contarse ltima negociacin teletipo,-1
q madrugar dormir bien,1
temer rajoy habr exclusivo,-1
bueno noche familia besazo enorme,1
partir maana cuidar milisegundo vdeoblog fotoblog,1
reportaje d omnium hablar d cultura catalán avisis favorme interesar secesin litro evasin fiscal,-1
claro guapo tomar posesin,1
feliz hacer ver gustar nuevo video hacer vosotr quieroo,1
bueno reclamar ciao maana,1
hoy poder disfrutar circo sol madrid zarkana encantar,1
rt qu vergenza dar q tv pblica catalán utilizar instrumentar fomentar independencia dinero pblico,-1
poder seguir ninguno conversacin disculpadme si mezclar respuesta contestar,-1
qu bueno estn danoninos,1
listar dirigente psoe pedir nuevo proyectar partir yahoo via,1
acab nodo tv clase formacin espritu nacional ahora ver bueno programar generalmente valor afegit,1
genialidad pablar castellano gati aguar feliz dao venir,1
poder seguir conversación gracia todo olvidar ser correcto,1
segundo disparar movaurdangarin tambin intent hacer negocio conseller erc,-1
ver si algn mediar publicar ministro seguro caer pelar dems,-1
nuevo programar,1
falto menos,-1
noche moncloa dormir vaco,-1
deca dar perfecto botelln,1
portar pblico mircoles treinta dirigente abrir debatir futuro psoe rajoy presidente,1
definitivamente rbcb vendra bien leer milisegundo ahorrar mvil tendra mismo info mesar esperar rajoy,-1
foto portar bueno marta jaro estupendo fotgrafa,1
muerte open government via,-1
callar irn alto poner puntilla agarrar encaramar besar qu demonio tipo agachar,-1
aqu dejar foto concertar alzira,1
curiosidad insomne cuntos ministrable pp dormirn hoy regular tirar mal,-1
muchsimos menos hoy dormir mal tirar fatal parir crisis recorte venidero,-1
cierto rt muchsimos menos hoy dormir mal parir crisis recorte venidero,-1
valer hoy maana bueno noche,1
gracia comentario programar hoy,1
nasa hallar do planeta tamao tierra sistema solar,1
bueno noche compaeros tuiteros tertu,1
ahora mejorar pelculas ir,1
magnificar respuesta amaiur deber defender democracia mover,1
segundo sueo segundo fropero siempre poder ser peor as ir mircoles remolnbuenos dar,-1
composicin nuevo gobernar comprender hora contar tardar,1
querer director dudar legitimidad foto sms privacidad tambien derecho ciudadano defender,0
noo rt jurar q photoshop iluminacin navifriki congreso,-1
bueno dar pasis estupendo mircoles,1
hante rey zarzuelarajoy jurar prometer cargar presidente gobiernodespus ir moncloa nuevo residenciar,1
rajoy segundo coser estn fciles ir ser difciles ganar ilusin determinacin llevar espaa adelantar,-1
bueno dar contrario ver depender segn ver esperar gustar siempre sorpr,0
deca poeta paso quedo pasar pasar hacer camino camino mar pues,1
juan rosell presidente ceoe calificar discursar rajoy riguroso ofrecer colaboracin salir crisis,-1
holgar hora trabajador metro bilbao gobernar vasco decretar servicio mnimos,-1
pemex empresa estatal petroleos mexicano abrir negociar espaola repsol nuevo convenio industrial colaboracin,1
an juzgar hoy gema rodrguez miguelgrapoacusada d robar mayar d abril d n entidad bancario madrileas mas d,-1
conviccin rajoy ir ser gran presidente gobernar espaa,1
artur mas margen competencia poner marchar unilateralmente tasar repago recetar gobernar rajoy paralizar,-1
hoy conocer gobernar mariano rajoy saber ser gobernar mejorar,1
besar aqu empezar votacin,1
gobernar cataln vulnerar constitucin ley general sanidad ley medicamento,-1
tod nuevo ministro orgullo trabajar si ser eterno poner nunca olvidar q estn d pasar,1
regresar casar nuevo presidente bueno suerte litro bin ﻿1 debatir ser crispacinun pasar,1
si incumplimiento estatut justificar vulneracin generalitat derecho bsicos merecer,-1
bdias hoy lotero ministerial poco llevar nmeros habis vestir em gustar acertar comandar rubal,1
placer mio rt gracia foto concertar placer conocerte,1
acabar recibir mail amazones recomendndome navidad comprar regalar elegir bien target,1
ninguno dudar juan ramn tomar hemiciclo congreso inters pblico felicitar fotgrafo,1
gustar vivir litro poco medieval anaunque milisegundo bien decilitro paleolticort desterrem ja,1
euro recetar castigar enfermar crnico varios patologas disuadir malo utilizacin ahorrar discriminar milisegundo enfermar,-1
repago paciente medio retrasarreducir medicacin q ingresar peor condicionar peor salud milisegundo gastar,-1
amigo fedeaaunque parecer sacar forcepsexpresan palabra optimismobienvenidas,1
parecer bce lanzar piscinano preocupar mario habra aguay romperas crisma,-1
vida rt bueno dar mundo asi saludar hoy mediterraneo,1
gobernar central instrumento legal reglamentario mano frente repago hacer cumplir ley,-1
mirar vida regalar forzar,1
bueno dar merecer,1
tico publicarlo apartar decilitro temer ticocreo q dificil tener foto manir publicarla,1
querer patio dejar rt seguir directo debatir abrir,1
bueno dias,1
oeoeoeoeoeoeoe share enhorabuena,1
mas seguir ayer gracia x confianza telesucesos,1
as enhorabuena fotgrafo q conseguir portar foto mensaje q contentar,1
tuiteros luego si comprar mandar mensaje pedroj dedicar,1
presupuesto d mas ir yugular d clase medio d ls desfavorecidosms impuesto progresivo servicio recortar salarial,-1
contraprogramacion nombramiento gabinete gran perjudicar cenar hoy deslucir,1
rcord superar primero vez millón ouyeah,1
seguir ensayo ye we spain i different coser pintar bien todo info,1
bueno dar gracia cariar,1
hoy cumplir aos orgulloso ser socio trabajar imprescindible,1
blog imponer enfermedad,-1
tanto coser cabeza lograr solo,-1
rt paraules damor uff gustar escucharte cantar catal chan,1
bueno dasaas bien descansar casar parecer entrar robar hoy llegar familia zafarrancho combatir,1
hoy querer tener mitad talento sobrar leandro raposo enhorabuena mccann,1
noche hoy segundo crnica poltica inters dormir plcidamente,-1
asturias hoy presentar primero batero preguntar nuevo presidente gobernar,1
ir rernos maana parecer boleto lotero deber celebrar francia,1
digis lotero pas vecino merecer hastag ridculo,-1
si nombrar ministro pisonero,1
preguntar gobernar cmo pensar paralizar repago sanidad economa infraestructura equipamiento asturias,0
mucho gracia amigo,1
pedro j ramrez presentar librar ﻿1 naufragio maana logroo intervendrn pedro sanz emilio ro jos luis prusn,-1
verdad leandro talentoso parecer argentino momento,1
crisis hacer estrago familia tan importante salud espaoles,-1
caminar palacio zarzuela preciosolleno ciervo encina,1
significativo sms captar gran rubalcaba,1
cremades dar razn primo derecho inf sms intersno considerar vulnerar intimidar,1
entrar palaciofaltan quince minuto,-1
vender boleto lotero navidad francia portugal andorra decir espaa nacional,-1
orbyt suizo parir leer portar encontrar internetla intrigar est matar,1
fumar esperar ministerio querer,1
listoen mesala bibliaabierta librar numeroun crucifijo constitucion,1
govern pagar partir d litro nmina d diciembre ls servidor pblicos seguir dar subvencionar mediosamigosvergonzoso,-1
casilla presentar maana partir ilusin enfrentar deportista personaje mundo msica espectculo,1
gran debatir,1
astrofsica espaola estupendo interesante entrevistar entrevistar pilar ruizlapuente,1
rajoy acabar jurar cargar presidente gobernar fin,1
milisegundo cercano rajoy estn seguro d q sern ministro soraya montoro gallardn ana pastor sorprender tambin,1
perdis apropiar tiempo vivir,1
acab fin zapaterismo rajoy acabar jurar 6 presidente reinstauracin democracia,1
vamosdejamos rajoy hablar reyla reinar charlar zppioposada,1
presupuestar pagar derrochar gallardn aos deuda gastar municipal,-1
pp nombre agarrar consolar palabra rajoy junto directivo imcia crucial partir,-1
conocer gracia gran hernnrt,1
habia comentar risa mas breve,1
pasar dar hacer nica dudar si podar ser cuidate,0
pp recortar deber gastar social reducir millón euro,-1
ley igualdad mujer hombre x haber luchar lacrar violencia machista,0
snchezcamacho decir pesar d ciu apoyar rajoy si apoyarn gobernar nacionalista d ciu,-1
rajoy jurar sm rey presidente gobernar espaa desear mucho suerte tambin ser,1
cada vez alguien emplear errneamente verbo detentar lzaro carreter lamentar haberse ir,-1
federico habra liar milisegundo q sacar nieve serpiente plat,-1
enhorabuena gran anunciar d campofro gracia traernos cmicos ingeniar creatividad,1
mucho gracia decir cualquiera mejor crnica histrica ﻿1 naufragio,1
gustar palabra sanseacab creer meter pato constantemente repetirmela,1
entender polmica si congreso poder fotografiar bloc noto rajoy qu pantalla mvil rubal,-1
har feliz esperar maana presentacin librar logroo creer medio ciudad milisegundo,1
gracia sara leer librar est gustar ocurrir mejor regalar navidad,1
noticiar descombacantes est disponible historia dar,1
rt mikel alonso anonimato dar libertar,1
pues slo repitotengo equipazo profesional adems comprometidoshan hacer importante donacin proyectar nigergracias,1
preguntar milisegundo pp est hacer hora si maana malo seal,-1
rajoy jurar cargar rey nuevo presidente,1
omnium pedir dejar pagar impuesto vivir,-1
presidente gobernar espaa,1
rt ltima hora bce prestar banco eurozona crdito necesitar,-1
lugar madrid encantar,1
milisegundo gustar,1
via manifestar economista frente crisis,-1
ministro quedar vacación navidad trabajarn destajar fiesta teletipo,1
guaje copar faltar topar nenee,-1
ahora mismo estrenar programar ins ballester,1
demandar atender bce millón poco coser,-1
nervio flor piel pp creer an poder sonar telfono rajoy est moncloa restar infartar,-1
rajoy conseguir increible tras aos filtración constante solo filtracin stas altura cartero ministro,1
ir crear oficina atencin inversor agilizar burocracia poner fin volver tú maana,1
quiniela seguro equivocar bueno creer ir montoro rodriguez soria gallardn quiroga caete pastor,1
acordar gil ejemplo sector hahahahahahaha pedir gil,1
desvelar ministro moncloa quedar hora exministrables peor cargar posible,-1
solidaridad fotgrafo reprochar responsable actuacin vergenza,0
solidaridad mitxi,1
metro qu dar bce crdito tres aos tratar fluir,-1
equipar tan profesional tan bueno gende lectura,1
equipar empezar desembarcar moncloa est dar primero indicación contar,1
rt puro matemticarestemos estructurar burocracia poder sumar saludeducacin servicio social,1
diciembre grado ciudad paraiso,1
mejor manera empezar vacación navidad sacarte muela juicio,1
llamar mariano llamar habr llamar llamar demasiar tardar dejar tardar anular comer,-1
nuevo gobernar ver paso,1
esperar gustar,1
asi pontevedra gente discreto fn mola ser pontevedra,1
partir hoy poder llamar zapatero zp marcar q cre publicista juan campmany campaa paso mejor vida,1
memento mori pudrir decir zapatero igual decir,-1
gran trabajar grupo parlamentario socialista pleno presupuesto hoy asamblea madrid,1
vecino d bellvitge protestar frente parlament x cerrar capítulo hospitalet,-1
hoy ir regalar anna aqu dejar video feliz navidad,1
anunciar campofro dedicar bueno embutir bueno humor madrid boston,1
enhorabuena equipar brillante presentacin oposicin presupuesto ayuntamiento madrid,1
fiscal querer informar guardia civil chivatazo eta faisn contar manuel marraco mundoes,-1
listar muela juicio anestesiar bueno espartano página,1
bce dar liquidez barato banco europeo llegar ciudadano tipo asequible usarn propio financiacin,1
hoy salir reportaje cncer d mamar gracia x dejarnos participar,1
rt interino solo pagar euro aqui enlazar facebookdonde gente decir,-1
nuevo encantar,1
hoy vender caja lleno beso mimo bueno suertecolaborando obrar social santo juan dios,1
animar visitis web wwtldeporg bueno regalar original vez ayudis mucho gente,1
entregar premio hemiciscos corte castilla len,1
rajoy agotar ltimo momento plazo hacer pblico gobernar ocupar despachar moncloa,-1
caja ahorro prevn recortar mil millón millón anunciar rajoy,-1
empezar debatir precongresual psoe arrancar carrera liderazgo unidad interno,1
ver rechazar pp derecho laboral medioambiente ref electoral luchar anticorrupcin alianza estn claro,-1
mismo defender bolonia acercar universidad emplear ahora prolongar bachillerato alejarlo,1
sensatez coherencia demostrar hoy confianza mercar rebajar primo riesgo,1
rt alberta mossos pagar menos nmina,-1
curioso foto jurar rey parecer milisegundo contentar zapatero rajoy,1
rt poder consultar nmina an xq intranet colapsar,-1
vergonzoso retener irpf d litro pagar pagar funcionario rt injusticia persecucin funcionario,-1
espritu navideo sara carbonero miguel ngel silvestre alejandro sanz donar estrellar,1
foto si congreso retirar credencial fotgrafo tendr enfrentar,-1
tensión rt decir retirarme acreditacin congreso foto movil rubalcaba decir mas v,-1
interesantsimo hoy uab comunicacin esperar haber ayudar ideo experiencia mucho verdad,1
jl gobernar ciudad incapaz controlar gastar establecer medir austeridad,-1
adjuntar enlazar peticin jajaja,1
sera interesante q dedicar d columna hacer cobarde sealamientos listo negro periodismo matonismo,0
rajoy jurar hoy sm rey presidente gobernar espaa desear mucho suerte tambin ser,1
malaga ciudad paraiso rt qu verdad paraso,1
constitucin comit federal fitag homenaje compaera ester cabezudo,1
rt ir all echar manir donatuestrellaes,1
rt donar estrellar luchar mortalidad infantil donar cont,1
encantar foto cc,1
parecer ayuntamiento madrid claro futuro estn contento menos llegar,0
cada lgrima derramar sonar sonrisa,1
exhibicin poder rajoy rayar impdico deber disfrutar,-1
lectura imprescindible predicción periodismo,1
venir miembro milisegundo decir chacn llegar reunin,-1
subir impuesto recortar gastar social ingreso sobrevalorar clave presupuestar,-1
fatima tambin corazoncito amigo maderar cansar,1
,1
plataforma apoyar chacn decir narbona entrar reunin,1
equipar d dar prisa cambiar carta presentacin perfil twitter esperar q mantener abrir,-1
rajoy ofrecer gallardn ser ministro justicia ayuntamiento dar hacer teletipo hora solucin,1
ayuntamiento salamanca destinar presupuestar gastar polticas social,-1
ayuntamiento cumplir estabilidad presupuestario aplicar recetar gastar milisegundo ingresar,1
presupuestar ayuntamiento incrementar inversin mantener calidad servicio pedir milisegundo esfuerzo,-1
mas pagar partir decilitro soldar ls trabajador pblicos mientras seguir litro construccin nacional repblica bananero,-1
lamoncloagobes aun cambiar biografa presidente,-1
zozobrar ministro rajoy inhumano mismo proyectar espaa sern pp rajoy aznar,-1
maana comprar chorizo ganar,1
felicitación messi olimpia orar mejor deportista argentino grande lio,1
falto deontologa periodstica publicar foto advenedizo sms violar secretar comunicación,-1
ao milisegundo polica nacional presto caballo rey mago visitar colegio espaa,1
ir moncloa desvelar all dentro milisegundo hora ministro qu dar milisegundo largar,1
foto cuatro premiar entregar hemiciscos corte castilla len,1
ayer conoc hoy escuchar disco encantador disco autenticar maravillar,1
luego contodo anlisis nuevo gobernar partir,1
momento empezar hablar gobernar nuevo claro,1
cuanto milisegundo ver milisegundo gustar foto telfono rubalcaba entender cabrear liderar pro c villalobos,-1
creis ir haber algn ministro sorpresa pp,-1
ministro seguro soria montoro pastor,1
escuchar radiar dirigente socialista criticar ministro zapatero renan periodista criticar gobernar zapatero,-1
q pasar foto volver loco,-1
rumorar lis gusto oficina econmica moncloa nadal,1
buscar guindilla tequila despus ver tremendo pastelada sobredosis azcar segundo,-1
impresionante rajoy saber llamar qu volver periodismo d investigacin currar fuente,1
hoy presentar zara gran via mp venderan tienda,1
rt rt presentar positive cont,1
creer q caer elvira rodrguez gran mujer nmeros cabeza tendr bueno cargar,1
faltar mujer momento solo pastor q recibir llamar q saber,-1
tic tac tic tac mirar retrasar,-1
hermetismo absoluto,1
jajaja dir si mover ah esperar llamar lugar insistir t,1
litro decir mariano reservar milisegundo adelantar ahora mejor significarse ser diputar rasar,1
serio fantstico tndem montoroelvira rodrguez si separar economa hacendar,1
total primero ir durar quemarn seis mesar entonces segundo,-1
har pblico gobernar minuto contar partir noticiar cuatro,-1
preparacin comn mucho coser milisegundo ojal rt ojal nombrar ministro capacidad experiencia,1
ir seguir directo rodar prensar ir ser puntual,1
subdirector escuela diplomtica jos ramn garca hernndez valorar nuevo ministro exterior,1
deber ser pndulo siempre ir extremar hacia exhibicin poder precedente,1
expresidente lehman brothers espaa luis guindo nuevo ministro economa,1
garca margallo ministro exterior milisegundo sensato pp alegrar litro,1
ministro cumplir reglar autonomas,-1
hahshahaha rajoy hroe fuerte mas q mou botella alcaldesa,-1
ser rayar madre ma qu parecer nuevo ministro acertar quiniela,1
decir mariano rajoy gobernar sera previsible clavar fundamental soraya segundo santamara economa luis guindo,-1
conseguir rajoy anunciar gobernar filtración previo mantener voluntad responder preguntar periodista,-1
gobernar compactar formar gente avezar competente mejor nombramniento luis guindo economa,1
listo rajoy ministro,1
agricultura ario caete sanidad amato fomentar ana pastor interior jorge fdez justicia gallardon exterior margallo educacin vert,1
enhorabuena nuevo ministro gobernar espaa desear sinceramente xitos,1
jorge fdez milisegundo sorprendente siempre manir derecho rajoy nunca ver terrorismo etay suponer wert,0
periodista freír preguntar jefe prensar menos aclarar q querer,-1
sembrar mariano tena deuda gallardn madrileos deuda gallardn hacer justicia,-1
parecer garca margallo wert menos presente quiniela acertar,1
margallo exterior milisegundo europeistas pp contar aliviar socialista q conocer amigar rajoy,1
aliviar,1
gobernar alguno sorpresa compaero jos ignacio wert felicitar,1
madrileos madrileas ana botella nuevo alcaldesa,1
cualquiera casar esperar menos ministro tanto austeridad anunciar,-1
nuevo consejo ministro rajoy hombre mujer,1
quedar ministerio mismo aquel tocar maana lotero importante salud,-1
gustar pedro morensconoce casar bien politicolo necesitar defensa,1
felicidad nuevo ministro gobernar gobernar solidar preparar solventar,1
pues halar mundo contentar,1
maana coincidir garaje nuevo ministro decir salir rpido aqu cobertura,1
felicitación ser tan bueno ministro,1
rt sanidad tambin joder defectivo puro duro ayudaa,-1
gustar graciass querer saber si gustar video realiz extremadura,1
ir estn socialista aliviar ministro rajoy madre,1
fin misterio resolver triple premiar soraya ario caete repetir gallardn justicia do sorpresa rajoy,1
feliz navidad comunidad twitter,1
enhorabuena ministro gobernar partir maana empezar difcil espaa esperar,1
decir tertuliano ir haber poltica creativo ah quedo,-1
favorable eurobono contar,1
fel nav prosperar ao nuevo famil amigo gobernar bendición,1
graciass bueno presidente si ver aqui desear pasar feliz navidad,1
opinar nuevo ministro educacin cultura indignar,-1
rt luchar mundo psoriasis millón cont,1
leer ministerio pastor matar pensar q rajoy quiza confundir ana sera pastor sanidad matar fomentar,-1
esperar noticiar dar gustar ver q seguir cercano cierto abril abrir sedar chile fundacion extremea,1
gobernar amigo nuevo post patio congreso,1
creer ario caete har bien temer pac sensible ver debatir investidura,1
feliz fiesta presi q disfrute jamn ext cavo d almendralejo turrn d,1
extremadura bonito felicitacin presidente feliz navidad,1
qu decepcin listo rajoy gonzlez pons trillar,-1
santamara guindo gallardn montoro ncleo fuerte rajoy via,1
ir ser alcaldesa gustar,1
galón general super soraya encantar,1
felicidad x nombramiento xitos cuenta apoyar d millón d ciudadano,1
gallardn hacer ministro via enohorabuena,1
montoro 1 proponer drstica reformar administración publicar encargar materia,0
rt galón general super soraya encantar metro,1
ir hacer bien rt matar soria fomentar industriar mocar pavo,1
enhorabuena ministro ministro d,1
enhorabuena,1
hoy dejar vdeo momento milisegundo especial ao ir hollywood shakirahq,1
tres enhorabuena especial ftima baez ana matar adems compaeras amigo orgulloso,1
enhorabuena ministro ministro ﻿1 gobernar d rajoy,1
gran orgullo andaluz ftima baez frente vital momento emplear,1
enhorabuena x noto esperar mejor don jos antonio llegar ser tú jeje,1
desear gobernar d rajoy leal andaluz él contar colaboracin gobernar,1
q importar q eficaz modelar taifa volver tener ningun ministro extremeo,-1
desear feliz fiesta esperar ao nuevo venir mejor,1
feliz navidad inma gracia precioso felicitacionfeliz navidad tú,1
xitos monago dar enhorabuena nuevo ministro gobernar desear xitos,1
senz santamara nia rajoy hacer mayor espaa ir,-1
ahora unamuno aplaudir salamanca ahora vyanse trabajar,1
nuevo ministro educacin cultura twitter,1
ministro educacin descifrar indignacin via,-1
gobernar consejero mundo guindo tertuliano wert alcalde manirroto gallardn mujer saba qu tena matar,-1
d noto mxo mrito q respond pte d ext grande q noto q sacar mchsims gracia,1
as feliz navidad q traer tipo d venturo espaa extremadura,1
verdad asombroso,1
ambientar protestar rusia llegar duma duma,-1
gonzlez pons poder quedar gobernar pasar ocuparse pp congreso febrero matar quizs cospedal,-1
graciass feliz navidad nuevo reiterar personal felicitación esforzar realidad ahora reforzar mr,1
soraya saenz santamaria ser mujer fuerte gobernar vicepresidente portavoz ministro presidencia,1
