data_lemmatized,sentiment
lhr arrival lounge wait mins for shower then leave to find hotel you know how many passengers you carry plan,-1
any luck with finalize my reservation i dmd information to you please let me know what else you need want to confirm as soon as possible thank you,0
complete form but doubt it be any use ua do not care day vacation will now be sure ua will not feel responsibility for that,-1
definitely a compliment i really think my bag be lose after it be send on to another airport in the end i be a happy customer,1
thanx so much you follow through and email me a ticket voucher they do care,1
this will definitely be a trip to remember ewrsti second of the season first on seat a because it pay to be loyal,1
nope they tell us it be time for them to go home and to sleep at the airport even though they assure us we would get a room,-1
keep me update let me know that the bag make the flight to jburg,0
back for the expensive holiday he work all year to pay for that you ruin we want compensation amp his original case back,-1
thank unite i understand that but he would actually like his own bag back what have you do with it he also want the money,-1
frankly worse customer service ever problems will happen how you deal define a company never again unite,-1
its still a valid flight just seem strange to delay for late flight inbound crew hours from now when the plane be already here,-1
thank for the lack of help and the can response from the k desk,-1
its too bad ua have have another unforeseeable operational issue on my return flight,-1
i would like to know what be go on before his current flight land,0
if i pay you and for my luggage to be deliver when i arrive why should i have to wait additional days for its delivery,-1
so hotels for people but feel like we be be hold hostage because someone have our board pass so we can not leave,-1
you be one great airline redheart,1
thank you we be sign up for notifications we shall watch and wait snowflake snowflake,0
outbound bag lbs bag return home bag lbs what be your logic and why be i write to a machine human help require,-1
we do not like to hear you have a poor experience please share detail wour customer care team,-1
no cancel flightn just leave us to fend for ourselves when flt come in late flight get runaround for hrs each employee blame previous,-1
this be not a local unite number for malaysia what be your local unite airlines here in kuala lumpur kul,0
okay asem find our luggage,-1
the agent that meet us at the gate say any issue wdelays on ua would have to be take up online,-1
i send you an urgent message via eservicecom bgkwm narayanan please respond as soon as possible also no local unite tel kul,0
thank will you guy be get the as anytime soon,0
but they be not lady one phone say its in tel aviv tel aviv unite say its in newark no one know and i have nothing,-1
well see what we can do kn we be run most of this plane be run thank for the help,1
yes but still now answer many have not have their luggage for days unacceptable,-1
plus what about food and taxis,-1
you be offer us room for people,-1
people get pretty tire about no action on solve the problem plus miss a day of vacation and ski,-1
the bright side would be keep the promise that be make to me hope you be have a good night thank,-1
yes i do,0
i take back the comment about your team here work hard to help us a so far no solution for a hotel or food or anything,-1
on arrive two hours late flight into clt now sit on the tarmac while they move a plane from the gate unhappy customer,-1
airlines be the absolute worst they have no idea what they be do,-1
thank might want to fix this line our customer care team be currently respond to most inquiries within business days,-1
we just fly with unite from aus austin bergstrom to cancun intl best flight ever the s be not too big not too small,1
it be frustrate as a frequent flyer loyal since continental upgrade equal pay time or more on top of purchase ticket,-1
deep vein thrombosis,0
at its worse cant figure how to pack plane screw up connectns then claim no hotl room in san fran for strand pax way to go,-1
passengers after a hour delay flight leave with no hotel at the end of the night hou airport what the fuck,-1
hey why do the flight from iah to pos leave so late flight and the one back to iah so early i rather get to pos earlier,-1
still wait to hear back my wallet be steal from one of your plan so would appreciate a resolution here,-1
lose bag process be break agent promise they would call amp hold my bag when find now they be wake me at be w delivery,-1
the people at the counter have be very helpful as you can see nobody be there flight to austin and still sit here,-1
unfortunately still on the tarmac at and definitely miss my ride from,0
we regret to hear this please let us know if you need assistance kn i be finally able to secure my seat thank you,-1
what time do check in open for flight no ua from manchester to newark today,0
good to know you will open the close doors for premier passengers after safety brief on delay flight,-1
dm send,0
yea get me to phoenix already delay all day with you people its bullshit,-1
if it be any consolation your staff be stellar just not the hour delay i encounter with every one of my flight,-1
flight ua gate b and tell ray i somehow make it on to the flight out of iah and do not have to wait for the one smiley,1
that be unfortunate the be an xmas gift and it look like a razor rip right through the front pocket in the picture,-1
but thank for ask,1
lose bag cancel flightled flight delhi call center poor unite staff spread thin and stress you name it,-1
yes doesnt make that mistake any less absurd doesnt change the fact that i be very inconveniently miss my luggage tonight,-1
i be constantly have challenge with upgrade amp charge in order to prevent dvt i have to pay an addtl,-1
in ord wait min after crew members leave before gate items come flight attendant sarcastically say good luck and walk away,-1
follow me back please and i will happily dm you the link because i would rather not share my travel plan publicly,0
you too,1
be my favorite airline,1
seriously on make strangers share a room,-1
nah you would not,0
we need them here as soon as possible will they make it on todays flight,-1
agent split up my reservation now can not cancel flight and refund credit for wks why,-1
our vacation go to be ruin w days of rain the change fee for of us be nearly cost of original flight can you help,0
i send the message let me know as soon as possible,0
why would they make me share a room,-1
try call too but w min phn wait mean we would miss options anyway,-1
can you ask your guy with flight to bwi to wait for us to get off a delay flight from san diego pretty please,-1
we be still wait to find out your rep be work hard most upset about have to wait to tomorrow pm to get to mammoth,-1
for an early flt i think a call be appropriate yes review and nada avail until next day expect full refund,-1
i understand thank,0
again i ask who can i call to get this fix tweet me bs question to stall only make things worse phone number please,-1
yo yo yo stick on the tarmac for over hours at go to miss my ride at help please,-1
it be highly unprofessional for you to overbook a flight by seat ampfeel that i should rearrange my schedule for your mismanagement,-1
well consider every agent before claim they be unable to help with everything else why waste more time to hear call corp,-1
man i can not wait to book my ticket now thank jp you be a life sabe,1
ice which i totally understand but when a large number of us be face hours of time and overnight cancel flightations it seem like,-1
flt cancel flightled and i get email be what happen to courtesy phn call have to book diff airline amp city,-1
tag number let us find these bag,-1
better train your support staff with appropriate decorum consider revisit your terrible provide a death certificate policy,-1
well the bar be set low you guy be really good at the apology game what will change when will you guy learn,-1
my post be just more of disappointment i be a frequent unite flyer it be a simple bad apple do not spoil the bunch,0
you guy continue to impress me in houston,1
i have no way of make phone call need to handle via twitteremailweb thank you,-1
please help i be in ethiopia adopt a two year old child have an exist confirmation need to add child to reservation,0
question be there onboad volt outlets in all plan if so where,0
your website deserve a new design ftw,-1
thank for eff up our holiday we be miss a full day of ski due to your baggage team incompetence at,-1
twitter be not let me dm you,0
i hope so too,0
agent help the person in front of me finish up with them and then walk away the guy behind me be as shock as i be,-1
connection at ord be on the exact same plane again check carryon be apparently take off amp leave in chicago pretty ridiculous,-1
not encourage that i will have my cpap tonight,-1
yes do file a claim as soon as the carousel stop without my bag on it get an email that its find but not sched for delivery,-1
an idea monitor mileage members travel pattern enough to know when they change jobslose statusand make the transition easier,0
delay dencle because they have to manually enter baggage tag really worst cust service day for this ker,-1
why tell us flight be delay then tell us it be on time again with min to spare dont say it be delay unless you be sure,-1
yes in lusaka zambia my guess be the bag never make the plane at iad,-1
where be my flight voucher,0
late flight to denver late flight to newarklets not even get into the disaster that be check bag unacceptable,-1
have once again let me down dont think i have ever fly with them and not have problems worst airline period,-1
yes i file a claim amp hope to receive by luggage by be ridiculous as i have to purchase items to go to sleep amp no reimbursement,-1
ua ordlhr bag be be load min late flight frigid air into cabin plane feel like fall apart upgrade long haul fleet,-1
flight attendant never serve me my beverage tea and not once check up on me what give,-1
load balance system apparently down major impact on all airlines flight be this a,-1
after our unscheduled refuel stop and miss connect flight we be home n look ward to our bed and a big pbampj sandwich,-1
spend hundreds to rectify the situation and you guy go quiet,-1
ua sit at ewr nearly an hour after sked pilot say computers down but no clue when we will leave can you help,-1
so that be it it just end there come on i travel for literally an extra day and a half because of this,-1
make the upgrade list will fly st tomorrow for min for the first time ever raisinghands,1
not just refund but for those of us who be on vacation to get a free room night to make up for make us sleep in dia,1
thank for the reminder its be a fun ride,1
i receive my luggage that also look to be leave in the snow when i arrive i be ask for all people to be refund,-1
update a aircraft have wifi and device entertainment but no outlets i do not get it how can i charge devices,-1
be no one between the scan and inside the plane i just ask the people in line around me where the plane be go,-1
gate change two delay even the crew think the airline suck,-1
i be very frustrate and have waste days now due to your equipment failures,-1
computers be down but you stop give update and take my flight info off the app thats just ridiculous keep people update,-1
soo it be be days and you have offer no response so i assume poor treatment by gate agents be the norm now,-1
terrific many thank look forward to be back on ua tomorrow have a great flight up to vancouver,1
call to result in hrs of hold time amp day wait to check suspect code share fare nothing investigatedmy time waste,-1
its take weeks for cust care to respond to case request a refund for wifi not work where can i get an update,-1
i appreciate your efforts get me home,1
thats corrective spend hours try to book online only to receive an error when click final purchase button,-1
today be not your finest all could have be prevent by one gate agent advise passengers,-1
what be the real deal with the delay on flight ua from denver to vegas,-1
ua from madrid arrive no agent mass confusion we send to and fro by ua employees maryjo be rude and unhelpful,-1
system failure again bad trend software project be like fly an airplane there be no such thing as an emergency takeoff,-1
lot of report of system failures delay flight over the last week currently sit on the tarmac at ogg for over an hour,-1
reboot chicago dispatch system need as i be tire of sit on plan,0
despite shaky connections look like i will get home tonight great job be touch and go for a while,1
however be completely under your controlthe price be and still be display on,-1
the aircraft closest to gate be for the other flight and the one closest to our gate be go to chicago,0
can you tell me how to file a claim for clothe that have to be purchase,-1
comically on the return flight from ase there be two unite flight board at adjacent gate and not clear which plane to board,-1
grkm be the file reference,-1
we wouldhow do i contact you to discuss a few poor experience with customer service but would give it a shoot,-1
ua pacific rim and date night cut out not constantly or randomly but one spot repeatably,-1
be try since to file a report,-1
i send an email about my bad experience and you send back a generic response yet another reason why i will never fly with you again,-1
my mom leave her kindle on flight today burgundy case with a light seat d do anyone find it,0
here be the ticket please refund my unnecessary upgrade fee,-1
be horrible they lose our carseat and expect us to use a loner carseat safety regulations say it be illegal to use a use car seat,-1
thank you,1
decisions decisions wed love for you to try our service we offer status match too kp,0
need more info on that we have great amenity kit pjs not include we status match aa kp,0
i do not care that a link show me a wrong price on your siteits your site amp responsibility to ensure correctness,-1
do you have any flight with lie flat seat from stl to pdx around the date of march,0
he need to get to home the th they be tell him it will be the th night be there compensation or anything that can be do,-1
the baggage fee be waive for premier members please see jp what be the point of membership,-1
wonderful bag claim people finally have my bag but why do i catch earlier flight original flight just land,-1
dmed you thank you,-1
thank we will be in touch,1
thank to karen salisbury at iah for amaze customer service find my daughters bag lose on ua make her day,1
days late flightr and my bag have not leave iad unite be not help at all everyone tell me a different story,-1
hi when do direct flight from houston to reno begin dont see any days in march,0
like continentals chicken feat fair,0
can you assist with current flight status for flt out of dfw tomorrow at be,0
i leave my comment with customer care thank for contact me,1
how do you lose a gate check bag den to ord direct flight ugh,-1
catch earlier flight to ord gate check bag and you have lose it at ohare original flight land in minutes,-1
yes thank so much purpleheart we see you speak with our reservations team and they have reinstate the flight thank ey,1
captain on behalf of the front office welcome on board never hear that before i laughedhard,1
can you please follow for a dm on a miss bag,-1
to be clear on my luggage comment i be reference the photo attach flight to jac,0
these be great fare,1
i leave an item on the plane and have be call non stop and no one have be answer can you please help,-1
awesome i will book my next christmas vacatinn this december any other ways you want to devalue mileage plus,1
what be a good number to call to speak with someone about how you can fix what you do to people and their luggage on saturday,-1
thank you secure room for the night thank you to very helpful customer service rep n dorns i thank her can you,1
where be my damn bag,-1
well someone should tell that to the employees at the denver baggage claim still no bag,-1
greet ua club member here any idea if i can use the air canada lounge at yvr fly ua tomorrow,0
how be mexico not international from the us,0
divert and miss our connect flight be just tell that my bag be on it be way to msy if you only have people that care,-1
male agnt in las threaten canadian cust when cust take pic of him at gate after agents announce can not help rebook,-1
we just want to go home tonight why do you cancel flight the last leg of our reserv wout our permission,-1
stress and rude agents overwhelm by delyd flight lasden yell at several people not pretty this be,-1
land in boston at last night the hours of travel be rough tho,-1
fail you cancel flightled our flight frm gjt and then use our reserv home to iah from sea for reflight book problems wout our permission,-1
just send thank you rt please dm your confirmation number if reflight book problems be need thank you ey,0
have make my no fly list other airlines wait when connector late flight stick in iah,-1
so what be the deal do you provide voucher for overnight or be i cozy on the floor at,0
also the mere fact that i have to go online to issue a statement vice call and talk to some directly be one good example,-1
thank you i fly into newark from vaileagle,1
i have a weekend of deal with your company that would say otherwise,-1
now what flight be go when i get off plane,-1
the proper response sorry for your wait what flight be you on so we can look into the issue thats how would handle,-1
your customer service be terrible stand inline hours no flight and hours late flightr still no bag,-1
please upload the march ondemand entertainment list on your website airplane,0
so you be inadequate by accident,-1
denver international airport,1
thank you for respond so quickly with a helpful tool,1
board time show min and your gate agent start at show up at and they have to check bag,-1
agent in las let customers know they can not help them rebook delay flight to den,-1
empathize w my disappointment that stclass flight wnonworking entertainmnt be worth,-1
and when that do not work,-1
do you have see my message today about a mcdonnell douglas dc model i will hear it if you read it goodnight now,0
search for mileage ticket to bom could not find a single one be saver award i see how you play earn miles but can not use them,-1
flight arrive minutes early but then have we to wait for an hour for our bag,-1
thats not the issue the fact that no one even call despite promise to confirm the bag location be,-1
what be a girl get to do to get a flight name change when she buy one for a mean ex boyfriend and need a girls trip stat,0
already miss connection ugh,-1
i would love if someone could get me back to austin tonight and i do not wish to wait til tomorrow morning,0
or have lose my baggage hear different things from different employees of have say nothing,-1
customer service think that miles can repair the damage do it will be interest if they travel in and exp the worst flight ever,-1
i have a flight out of dfw on tuesday how far in advance will you give notice if cancel flightled,0
i be sign up for notifications this be the first trip i be not update on not sure why this happen,-1
thank you take care of everything and make it right thats the experience i be use to open the app to find flight change,1
that be not in line with your responses here and now i be wait until tomorrow morning because all the flight be overbooked,-1
i take the exact same aircraft in to lax days ago it fit no problem the agent today tell some nonsense about a policy change,-1
your helpful agents in club help i be just out baggage fee and a night of my lifestop do business with,-1
never hear of this,-1
do not charge ticket change fee do they not incur the same mysterious cost that you incur,-1
exhaust amp frustrate link to a fb post abt my travel issue,-1
i be deny get on the plane wo get the chance to prove it fit i be not a rookie read my bio,-1
that be exactly the point it fit i be premier access board group this be a return ticket i have be do this for yrs,1
i have never experience worst customer service place blame on codeshare partner and not assume responsibility be unacceptable,-1
currently on board so not now check in be terrible staff rude expensive luggage throw around etc,-1
fuck up then void my ticket and keep my money not even an apology i will never fly with your airline again,-1
have the worst customer svcs this kevin rep at call center must be investigate my baggages lose and there be no help but argument,-1
should not sell ticket for on have terrible service and ua staff can not reach silver,-1
just get demote from gold cuz my hubby get of the pqd tho there be enuf spend for goldsdiscriminationangry,-1
thank you,1
when will direct flight from belfast intl to newark resume from their winter break thank,0
my favorite way to travel thank you,1
yes after this awful weather it appear i can get home,0
yes lot you have terrible customer service at newark and despite raise a complaint there we be ignore hence the tweet,-1
lovely new plane from lga to ord but no power outlets,-1
be hop to hear from you actually,-1
but if i tweet the id number will not that reveal my home address to anyone on the web,-1
i file a delay bag report on saturday my flight be cancel flightled and i never go anywhere,-1
the person be currently bettween gate a and in lax,0
i need it there before she land so she can have the ewr baggage claim file to have it send but the employee have not droppeditoffyet,-1
rarely cease to amazefor the worse i hope this be the last time i have to fly with you,-1
thank you for the quick response but i can not dm you until you follow me as well,0
icloud it be not there yet please help,-1
i need the phone number to baggage claim in lax my mom leave her phone and someone call say they would put it there but on,0
i do no response back,-1
this be atrocious customer service,-1
will not have to honor absurdly low mistake fare va,0
delay departure to check bag at gate claim space fill and walk on to open space a delay,-1
you cancel flight our flight for no reason amp now we have be on the phone for an hour on our vacation why,-1
thats your response shake my head back and forth with a tsk you can do betterfrom customer service to your apology,-1
thank its k miles from rtb to europe to do a multiple destination so we could stop over in us on wayway back mileage diff,0
of course i do the bag should be here by now sad,-1
you be the worst i will avoid you like the plague,-1
be the worst airline in the world,-1
someone need to dm me and resolve this correctly extremely disappoint with the service i receive terrible management,-1
premier gold desk change flight waive fee give me wrong flight now jana acosta in salt lake refuse the same service angry,-1
i will give you one thing you be consistent but unfortunately you be consistent at not do your job well,-1
i will but right now i be to angry,-1
first time fly with unite also last time back to for me,-1
i use to be a commit flyer until merger i remember now why i switch to,-1
the least you could do be offer me a ticket in coach instead of just cancel flight my reservation because of your glitch,-1
i be say i make the flight but with poornoncommunication unaccounted for lose time amp lot of frustrate flyers stand around,-1
i think dm would be better,-1
gate announcement state delay due to maintenance yet app say late flight arrive aircraft tell the truth,-1
you be easily the worst company i have ever experience you have lose someone be personal possessions amp you could not care less,-1
how can your app show arrive aircraft be early but depart flight be delay due to late flight arrive aircraft,-1
already do that at the airport and hrs late flightr its still not here you guy be really kill me today try to stay positive,-1
once unite service level reach those of etihad or let be more realistically lufthansa then ill consider it again,-1
really someone call in sick and then someone forget to call a replacement now an hour late flight to take off,-1
ask flight attendant what typical compensation would be amp say we might get free tv,-1
do,0
thank you jh appreciate the prompt responsesme and other passengers will be do so,0
have be such a disappointment today simply put rather unpleased with things currently flight delay cant wait to just get home,-1
during the same round trip my nonenglish speak friend be strand twice for hours each time most staff members be rude,-1
find a group of people who actually hat people more than isis thats right unite airlines,-1
nope walk up amp down the orf terminal amp not a unite agent to be find show up last minute to board us many panic people,-1
thank you,1
by the time i finally get to dallas i could have drive with less frustration and cheaper,-1
i be try to get to my final destination we need compensation just about hrs of personal time waste,-1
that guy really have no customer service cluecould have spend effort clear bin for rollerboards instead of art project in mine,-1
he have no priority and iove it,1
please to be a premier platinum,1
how can you not put my bag on plane to seattle flight wait in line to talk to someone about my bag status should matter,-1
hahaha if they be not an american company i would say this be great sarcasm,-1
i think he actually do not like your screen grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes,-1
apparently they be ask people to off board the planehow can such a big miscalculation be make,-1
its a shame choose may be the difference between reunite with age friends and never see them again,-1
hi guy do you have a general enquire email address please thank david,0
just check in again what be the status of our claim it be go on months with no attention to this we be very upset,-1
my flight be delay due to maintenance in light and cause me to miss my connection at iah to msy can you help,-1
pls fix issue have to pay my own way to after flight cancel flight leave us in the cold in den,-1
read my bio see who i work with i have never encounter this with your airline before disappoint be an understatement,-1
do customer care have email or a phone rep that i can speak with we have so many issue they can not be place in character,-1
thank you i can certainly take a look please follow and dm me your confirmation number for assistance jh,1
in the process of recover their car rental condo rental in florida they call for an alternate flight,-1
i be buy yo own seat on legs of intl trip car seat require if not then allow can child still sit wmom after takeoff,0
thank for listen i definitely be not the only person in line who think it be absurd,1
weve be wait on tarmac for gthr because apparently ua be overweight amp we return to gate,-1
thank you mention that before i board she ask other person to measure their bag and it be another woman men not ask,-1
cant leave the tarmac unite gate agent can not agree on a head count min now count a people max,-1
thats real dedication amp concern your apologies do not fix the issue nor any of the miserable issue i have have over the past mos,-1
block me from dming them because they would rather i complain about them in a public forum,-1
ok i just submit thank for the opportunity to give feedback,1
big thank to ms winston for assist me over the phone with a baggage claim issue today she really go the extra mile,1
i will as soon as i be do with my article thank tom,1
book flight for for be charge twice mean i can not redeem cc point properly would have go elsewhere,-1
weve have a ton of problems with get our bag and have be give the run around for a day whats up with that,-1
pedophile airline split myself and my yr old daughter row apart on flight to boston,-1
have be wait days for my military bag from an airport hours away from me horrible,-1
arrive minutes early be nice but not if equipment be not ready wait minutes for luggage so far time gain wipe out,-1
be do musicians real dirty at lax i have never be block from get on a flight with my bass,-1
i be rebooked now but the line be people deep,-1
for those play along at home,0
yes they say it take more than an hour,-1
those whose pay to actually fly with you over k year deserve better service than a cc holder,-1
ok thank again for your help,1
counter agents at rdu deserve a medal,1
not a happy flyer ua flight from sfo to cleveland sunday stay tune for blog article from,-1
thank have a question about the wait time for baggage on ua,0
flight plane from sfo to den be basically on time,1
thank just a program comment the system assign seat behind each other even though pair be available i change it back,1
min more delay to flt at sfo load more pax make no sense will strand many of us overnight at ord due to miss cnxns,-1
head up we do not check bag we check arrive those be not claim for our other people bag,-1
this must be a drone we understand your frustration our bag team be work hard to get your bag to you,-1
change make in just over hours for something that should have take second online i be not thrill love the agent though,-1
flight attendant do not understand not understand english do not mean they be deaf stop yell english slowly to them,-1
not appropriate to ask in public hence the dm each unite employee each a new answer your process be such a hassle i cancel flight,-1
well that be big of you but i do not have terribly high expectations at this point,-1
it be like you be try to make me hate your airline fee for each check bag that be never mention in the ticket rude agents angryfacewithhorns,-1
nice your app say us delay by weather pilot say wait on fuel one in ur control one not,-1
please than robin at ewr premiere desk for help me get on a an earlier flight she do the work huge thank,1
ok thank you do you provide complimentary hotel accommodations since i will have to stay overnight,-1
i be originally try to share detail but the link jimmy samartzis vice president customer experience send me expire,-1
really hr delay gate change amp you board us send us back up amp board us again wont change our flight can we go now,-1
that would help or how about integrate it into the app so i can just activate it and surf,1
i do the ac go on for about minutes before return to the mojave desert,-1
nope still no one help me give up on unite,-1
jon at thank,0
when an airline cause the miss connection you would think they would take whatever step to remedy that screw up,-1
i would thank you but you do not help take hours to reply so i get a message in the middle of the night be not actually helpful,-1
flight ua be descend into farce and we have not leave ewr yet be this go to get any worse,-1
i be tell it be due to be on ua which fly direct to dublin so why do it go to london this be a complete shamble,-1
min at ewr baggage claim,-1
flight book problems for a travel writers trip i be host and need to be happy when i land do you have the cute pjs aa do,0
but i do not see aa,0
do you find out where it be thank,0
on a standby to denver which have be delay and a confirm to aspen whose flight have be cancel flight all day confidence,-1
yes at ambut now back on a plane again and delay again due to baggage load issue,-1
at what pt do you just cancel flight finally get stndby pm flight what a day,-1
thank you for your kindness your agents go above amp beyond to get my strand family home,1
do not see a justifiable cost to get on an early flight with seat no airline charge to conveniently get their passengers in early,-1
wake up to notification flight move hrs early barely make flight then hrs layover in sfo want to hop on earlier option,-1
i will do delay baggage claim when i land hopefully the bag be not break into damage or lose wc will result in more complaints,-1
do want me to send a screen shoot of the second call which be now at over minutes,-1
look at this beauty winkingface dc unite airlines winkingface,1
thank i will fill up the form as soon as i land i do not like be dupe so i hope you will appreciate my feedback amp will be better,-1
this be the line in denver to rebook due to weather issue do better,-1
the ones who suffer i understand delay i do not understand try speed up a process that have be delay to this extent,-1
cancel flight flight late flightr agent claim she put me on a new flight but then cancel flight it coworker get on flight now delay now,-1
of urgency but this be ridiculous your ceo claim to be customer focus yet when delay happen plan sit and customers be,-1
i be not ask for a full refund but delay me hours and give no reason should be enough to give partial credit,-1
flight be schedule for it be and we have not move i have never be on a flight where everyone move without a sense,-1
ok thank you,1
i can not dm you so heres the confirmation gcvwj please be there any way i can make it to kailua tonight thank you,0
go to hell,-1
since bulkhead seat can not have bag on floor why do not you reserve ohead space above those seat in b on ua not impress,-1
definitely will,0
would be helpful if you could refresh board time info on board pass for delay flight,-1
flight so far this year delay include cancel flightations late flightst reason crew need mandatory sleep in mexico,-1
great to hear thankyou so much greatly appreciate your reply feel much more settle now,1
the saga of the bag delay w will there be a reunion or will she be force to go shop stay tune,-1
flight ord gate agent try to prevent me from take onboard a bag i have use for years flight crew be more reasonable,-1
thank you literally call for preboarding as i run up,1
why do you guy split up the charge to credit card make it unnecessarily more expensive for people to fly with you guy on pts,-1
it be ua on feb point be overselling flight bad make people wait hr while you kick them off after board be worse,-1
that be brilliant thankyou so much be it class as part of carryon,1
what gate be ua leave from,0
thank you for listen to my compliant and do the right thing i appreciate you work with me,1
we have be here since be and you have cancel flightled our flight twice,-1
no chance i wait in ord all afternoon for another flight after you screw me hold,-1
ua can wait for me i be on the grind try to get to the gate after we be move to b this be crap,-1
from mex nrt date tbd but i be get a to usd difference in my quotations through september when compare to mex bkk,-1
fail again save the day,0
better just keep connection from ord to fwa that board in ten minutes open until i get off the plane that just land an hour late flight,-1
be there a unite gold number i have be on hold minutes and think i may be lose in nowhereland have a gold reservation help,-1
great i be ready to go home,1
wow you even answer back awesome thats customer service,1
its not my first time fly to the us i have medical info look for practical like my adapt seat cushion allow on,0
noope,-1
oh we be sure it be not plan but it occur absolutely consistently it be usually the only yyj flight that be cancel flightled daily,-1
outsource it all unite airlinesyour customers be just love you for it outsource outsource outsource,1
hi im fly sfolaxsalclo my connect time in lax be hm be it enough time do i have to collect my bag and recheck on av,0
thank you you need to follow back tho otherwise i can not dm you x,1
it be not get any better i would suggest you get a senior manager to this gate then retrain these gate people,-1
state faundation be by faith judeo cristian it be by ideologias,0
nothing like support your own mechanics and maintenance workersinstead unite put out a video of timco do wifi,-1
just send thank smiley,1
thank you,1
sure show a video of your outsource favorite timco who have a knack for do substandard maintenance work on aircraft,-1
how do i formally complain about your customer service handler who misconnected me i be deny board amp i now lose my bag help,-1
there be a lot of unhappy cold people on the bridge in freeze temps for an hour not give any info,-1
flight iadsat be on the outdoor track for an hour,-1
seriously it be no wifi on a hr flight from clesfo youre the only airline wout wifiand pls no unwind bs,-1
you would not be able to rebook me to get home any sooner than a now hr delay flight,-1
you be the reason this whole travel experience have be a nightmare,-1
what a pointless tweet at least ask me to follow them to try and resolve,-1
that be not even an apology,-1
that be cool now what,-1
seriously it be no wifi on a hr flight from clesfo youre the only airline without wifi,-1
before board this attendant take his shoe ampsock off at the desk and show other agents his foot so gross,-1
be you able to see if there be seat open on another flight,0
so be it pm or ord abq i can not even take a walk without miss a change,-1
hopefully my baggage fee will be waive tomorrow when i actually get on a flight as well as compensation for my hotel room,-1
either be fine however plunder my hardearned dollars be not fine,-1
hahaha at least they give you a refund,0
your sfoyyj fight be cancel flightled several time each week why even bother,-1
and now while wait for new pilot the door on plane break why be i global service status on an airline that be unsafe stun,-1
how do i get reimburse for hotel and taxis for the cancel flightation,-1
awesome flight crew on ua re the plane the jurassic period call and they want their dinosaurplane back,-1
in unite be unable to look up a flight reservation by passenger name at the yyz checkin counter wow smh,-1
eticket refund request case id,-1
be on the phone for over an hour with customer service and they can not figure it out awesome service not,-1
you really know how to piss people off your farelock option be fake,-1
last week shanghai to sfo delay hrs bc of engine today sfosea delay to sick pilot no compensation they do not care,-1
only thing confuse me be why i lose priority board i be a mileage plus card member pensiveface,-1
shes be reschedule for today but with the frigid cold be a possible reason for maintenance it could be the same issue day,-1
its the fact that an international should not be with out her bag and no sense of what be go on other than maintenance,-1
b i contact you directly and the phone service be laissez faire at best the problem be not a cancel flightled a flight,-1
a she be an international her phone be on the fritz i have to get to chicago from nearly hrs away to figure everything out,-1
sorry for the delay response it be ua chicago to san fran hold up for almost an hour on the tarmac also lose my bag,-1
okay thank if you could please update me i be tell at the airport someone would call me today but they havent,-1
thank you very much for the help be do i pick up my bag aspen airport amp be they come in today on flight,1
gate c iad you release passengers to board wothers deplane peopleon bridge while next flight board,-1
i would say most of the public can not extend their vacation a week point be why advertise multiple flight you can not honor,-1
cancel flight flt from ewr no crewtells wife amp yr old to get to ny to catch to yyz good be dead,-1
now arrive a day and a half late flightr than suppose to lesson of the day do not believe verbal or write confirmations from unite,-1
but you have receive confirmation via email that you be confirm and ticket on this flight,0
arrive at the airport hours before departure time and still miss your flight bc you actually do not have an electronic ticket,-1
hour delay nothing say sorry like a voucher miss time with family,-1
after speak to a unite customer service rep the night before a flight confirm that everything be ok with your reservation,0
have two whole people try to schedule a flight worth of miss connections shameful,-1
be unfriendly screw family that hat kid and moms now wait on ua pray its better fyvrfn due to agent error and tickt,-1
gate agent at ewr if you be disable or in a wheel chair it be time to board please step step up laugh out loud,-1
it will not helpbeen there do that,-1
force us to check our baby bag on overbooked flight complain to wife that we need to much for our baby unite have no baby meals,-1
would love help get there today in now will take any airline and connections thank you,1
today take flight to san francisco refuse to let us board with baby early time we board wont let us take baby carryon bag,-1
we have four schedule flight on this reservation and literally do not take one unreal,-1
in ord hotel issue to my yr old ticket need fix again another hour and agents later nightmare still not over,-1
hours to rebook but hours later the same problem again arrive at gate stop cause now infant be sit in yr old lap,-1
arrive in yyz to take our flight to taiwan reservation miss our ticket number slow agent sukhdeep cause us to miss our flt,-1
thank for the update,1
and those three people be awesome work very long hours it be easy to say sorry on twitter but you should help your people,-1
i guess but what be the excuse for understaffed costumer service people have to deal with lot of angry passengers weather too,-1
now you have cancel flightled my wife and daughters flt whats go on follow me so i can dm detail,-1
have it depart i be await an inbound plane yesterday for three hours and it never arrive have to stay overnight again,-1
any other way ord to abq anytime within the next hours,0
just confirm a seat crisis avert beers will not be miss now,1
be that english i will dm though i do not think you will make a plane appear,-1
look like today will be my th consecutive delay flight from youdo i win a prize air why do not you fly to sba loudlycryingface,-1
sit in a plane with no pilot thank,-1
understand and thank i should have try reach out sooner,1
already do that the answer i get be oops we can give you miles and we be very sorry but who pay for my discomfort for h,-1
receive hotel but no food also email for miles last trip have hr delay and miles so less for cancel flightlation,-1
do we know why ua be delay x this be get crazy i have already have overnight delay,-1
follow back and i will give you the detail,0
and most frustratingly all this delay happen either at the gate or even onboard the aircraft no head up in advance,-1
the den b agent be be amaze the mpagent at check in she suck,1
my ua on be also delay by hours stretch my trip way past the midnight extremely exhaust,-1
